PHỤ LỤC E
Đặc tả danh mục đơn vị hành chính Ban hành kèm theo Công văn số 915/CTK-CSCL ngày 16 tháng 6 năm 2025 của Cục Thống kê
E.1. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP TỈNH

E.2. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP XÃ

E.3. CHUYỂN ĐỔI ĐƠN VỊ HÀNH CHÍNH SANG XSD
Chuyển đổi dữ liệu của đơn vị hành chính cấp Tỉnh và Xã sang định nghĩa SimpleType trong cấu trúc đặc tả bằng ngôn ngữ XSD


--- TABLE 1 ---
Stt	Mã số	Tên 34 tỉnh sau sáp nhập
1	01	Thành phố Hà Nội
2	04	Cao Bằng
3	08	Tuyên Quang
4	11	Điện Biên
5	12	Lai Châu
6	14	Sơn La
7	15	Lào Cai
8	19	Thái Nguyên
9	20	Lạng Sơn
10	22	Quảng Ninh
11	24	Bắc Ninh
12	25	Phú Thọ
13	31	Thành phố Hải Phòng
14	33	Hưng Yên
15	37	Ninh Bình
16	38	Thanh Hóa
17	40	Nghệ An
18	42	Hà Tĩnh
19	44	Quảng Trị
20	46	Thành phố Huế
21	48	Thành phố Đà Nẵng
22	51	Quảng Ngãi
23	52	Gia Lai
24	56	Khánh Hòa
25	66	Đắk Lắk
26	68	Lâm Đồng
27	75	Đồng Nai
28	79	Thành phố Hồ Chí Minh
29	80	Tây Ninh
30	82	Đồng Tháp
31	86	Vĩnh Long
32	91	An Giang
33	92	Thành phố Cần Thơ
34	96	Cà Mau

--- TABLE 2 ---
Stt	Mã số	Tên đơn vị hành chính	Tỉnh (thành phố)
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24787">
                <xs:annotation>
                    <xs:documentation> Phường Cam Ly - Đà Lạt  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24778">
                <xs:annotation>
                    <xs:documentation> Phường Lâm Viên - Đà Lạt  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24805">
                <xs:annotation>
                    <xs:documentation> Phường Xuân Trường - Đà Lạt  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24846">
                <xs:annotation>
                    <xs:documentation> Phường Lang Biang - Đà Lạt  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24823">
                <xs:annotation>
                    <xs:documentation> Phường 1 Bảo Lộc  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24820">
                <xs:annotation>
                    <xs:documentation> Phường 2 Bảo Lộc  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24841">
                <xs:annotation>
                    <xs:documentation> Phường 3 Bảo Lộc  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24829">
                <xs:annotation>
                    <xs:documentation> Phường B'Lao - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24848">
                <xs:annotation>
                    <xs:documentation> Xã Lạc Dương - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24931">
                <xs:annotation>
                    <xs:documentation> Xã Đơn Dương - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24943">
                <xs:annotation>
                    <xs:documentation> Xã Ka Đô  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24955">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Lập - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24934">
                <xs:annotation>
                    <xs:documentation> Xã D'Ran - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24967">
                <xs:annotation>
                    <xs:documentation> Xã Hiệp Thạnh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24958">
                <xs:annotation>
                    <xs:documentation> Xã Đức Trọng - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24976">
                <xs:annotation>
                    <xs:documentation> Xã Tân Hội - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24991">
                <xs:annotation>
                    <xs:documentation> Xã Tà Hine  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24988">
                <xs:annotation>
                    <xs:documentation> Xã Tà Năng  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24871">
                <xs:annotation>
                    <xs:documentation> Xã Đinh Văn Lâm Hà - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24895">
                <xs:annotation>
                    <xs:documentation> Xã Phú Sơn Lâm Hà  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24883">
                <xs:annotation>
                    <xs:documentation> Xã Nam Hà Lâm Hà - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24868">
                <xs:annotation>
                    <xs:documentation> Xã Nam Ban Lâm Hà  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24916">
                <xs:annotation>
                    <xs:documentation> Xã Tân Hà Lâm Hà  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24907">
                <xs:annotation>
                    <xs:documentation> Xã Phúc Thọ Lâm Hà  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24886">
                <xs:annotation>
                    <xs:documentation> Xã Đam Rông 1 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24877">
                <xs:annotation>
                    <xs:documentation> Xã Đam Rông 2 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24875">
                <xs:annotation>
                    <xs:documentation> Xã Đam Rông 3 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24853">
                <xs:annotation>
                    <xs:documentation> Xã Đam Rông 4 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25000">
                <xs:annotation>
                    <xs:documentation> Xã Di Linh  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25036">
                <xs:annotation>
                    <xs:documentation> Xã Hòa Ninh  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25042">
                <xs:annotation>
                    <xs:documentation> Xã Hòa Bắc - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25007">
                <xs:annotation>
                    <xs:documentation> Xã Đinh Trang Thượng  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25018">
                <xs:annotation>
                    <xs:documentation> Xã Bảo Thuận  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25051">
                <xs:annotation>
                    <xs:documentation> Xã Sơn Điền  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25015">
                <xs:annotation>
                    <xs:documentation> Xã Gia Hiệp  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25054">
                <xs:annotation>
                    <xs:documentation> Xã Bảo Lâm 1 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25084">
                <xs:annotation>
                    <xs:documentation> Xã Bảo Lâm 2 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25093">
                <xs:annotation>
                    <xs:documentation> Xã Bảo Lâm 3 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25063">
                <xs:annotation>
                    <xs:documentation> Xã Bảo Lâm 4 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25057">
                <xs:annotation>
                    <xs:documentation> Xã Bảo Lâm 5 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25099">
                <xs:annotation>
                    <xs:documentation> Xã Đạ Huoai  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25105">
                <xs:annotation>
                    <xs:documentation> Xã Đạ Huoai 2 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25114">
                <xs:annotation>
                    <xs:documentation> Xã Đạ Huoai 3 - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25126">
                <xs:annotation>
                    <xs:documentation> Xã Đạ Tẻh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25138">
                <xs:annotation>
                    <xs:documentation> Xã Đạ Tẻh 2  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25135">
                <xs:annotation>
                    <xs:documentation> Xã Đạ Tẻh 3  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25159">
                <xs:annotation>
                    <xs:documentation> Xã Cát Tiên  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25180">
                <xs:annotation>
                    <xs:documentation> Xã Cát Tiên 2  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25162">
                <xs:annotation>
                    <xs:documentation> Xã Cát Tiên 3  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22933">
                <xs:annotation>
                    <xs:documentation> Phường Hàm Thắng - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22960">
                <xs:annotation>
                    <xs:documentation> Phường Bình Thuận - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22918">
                <xs:annotation>
                    <xs:documentation> Phường Mũi Né - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22924">
                <xs:annotation>
                    <xs:documentation> Phường Phú Thuỷ - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22945">
                <xs:annotation>
                    <xs:documentation> Phường Phan Thiết - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22954">
                <xs:annotation>
                    <xs:documentation> Phường Tiến Thành - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23235">
                <xs:annotation>
                    <xs:documentation> Phường La Gi - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23231">
                <xs:annotation>
                    <xs:documentation> Phường Phước Hội - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22963">
                <xs:annotation>
                    <xs:documentation> Xã Tuyên Quang - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23246">
                <xs:annotation>
                    <xs:documentation> Xã Tân Hải - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22981">
                <xs:annotation>
                    <xs:documentation> Xã Vĩnh Hảo - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22969">
                <xs:annotation>
                    <xs:documentation> Xã Liên Hương - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22978">
                <xs:annotation>
                    <xs:documentation> Xã Tuy Phong - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="22972">
                <xs:annotation>
                    <xs:documentation> Xã Phan Rí Cửa - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23005">
                <xs:annotation>
                    <xs:documentation> Xã Bắc Bình - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23041">
                <xs:annotation>
                    <xs:documentation> Xã Hồng Thái - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23020">
                <xs:annotation>
                    <xs:documentation> Xã Hải Ninh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23008">
                <xs:annotation>
                    <xs:documentation> Xã Phan Sơn - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23023">
                <xs:annotation>
                    <xs:documentation> Xã Sông Lũy - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23032">
                <xs:annotation>
                    <xs:documentation> Xã Lương Sơn - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23053">
                <xs:annotation>
                    <xs:documentation> Xã Hòa Thắng - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23074">
                <xs:annotation>
                    <xs:documentation> Xã Đông Giang - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23065">
                <xs:annotation>
                    <xs:documentation> Xã La Dạ - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23089">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Thuận Bắc - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23059">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Thuận   - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23086">
                <xs:annotation>
                    <xs:documentation> Xã Hồng Sơn - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23098">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Liêm - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23122">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Thạnh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23128">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Kiệm - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23143">
                <xs:annotation>
                    <xs:documentation> Xã Tân Thành - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23110">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Thuận Nam - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23134">
                <xs:annotation>
                    <xs:documentation> Xã Tân Lập - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23230">
                <xs:annotation>
                    <xs:documentation> Xã Tân Minh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23236">
                <xs:annotation>
                    <xs:documentation> Xã Hàm Tân - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23266">
                <xs:annotation>
                    <xs:documentation> Xã Sơn Mỹ - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23152">
                <xs:annotation>
                    <xs:documentation> Xã Bắc Ruộng - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23158">
                <xs:annotation>
                    <xs:documentation> Xã Nghị Đức - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23173">
                <xs:annotation>
                    <xs:documentation> Xã Đồng Kho - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23149">
                <xs:annotation>
                    <xs:documentation> Xã Tánh Linh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23188">
                <xs:annotation>
                    <xs:documentation> Xã Suối Kiết - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23200">
                <xs:annotation>
                    <xs:documentation> Xã Nam Thành - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23191">
                <xs:annotation>
                    <xs:documentation> Xã Đức Linh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23194">
                <xs:annotation>
                    <xs:documentation> Xã Hoài Đức - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23227">
                <xs:annotation>
                    <xs:documentation> Xã Trà Tân - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="23272">
                <xs:annotation>
                    <xs:documentation> Đặc khu Phú Quý - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24611">
                <xs:annotation>
                    <xs:documentation> Phường Bắc Gia Nghĩa - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24615">
                <xs:annotation>
                    <xs:documentation> Phường Nam Gia Nghĩa - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24617">
                <xs:annotation>
                    <xs:documentation> Phường Đông Gia Nghĩa - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24646">
                <xs:annotation>
                    <xs:documentation> Xã Đắk Wil - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24649">
                <xs:annotation>
                    <xs:documentation> Xã Nam Dong - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24640">
                <xs:annotation>
                    <xs:documentation> Xã Cư Jút - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24682">
                <xs:annotation>
                    <xs:documentation> Xã Thuận An - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24664">
                <xs:annotation>
                    <xs:documentation> Xã Đức Lập - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24670">
                <xs:annotation>
                    <xs:documentation> Xã Đắk Mil - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24678">
                <xs:annotation>
                    <xs:documentation> Xã Đắk Sắk - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24697">
                <xs:annotation>
                    <xs:documentation> Xã Nam Đà - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24688">
                <xs:annotation>
                    <xs:documentation> Xã Krông Nô - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24703">
                <xs:annotation>
                    <xs:documentation> Xã Nâm Nung - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24712">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Phú - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24718">
                <xs:annotation>
                    <xs:documentation> Xã Đắk song - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24717">
                <xs:annotation>
                    <xs:documentation> Xã Đức An  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24722">
                <xs:annotation>
                    <xs:documentation> Xã Thuận Hạnh - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24730">
                <xs:annotation>
                    <xs:documentation> Xã Trường Xuân - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24637">
                <xs:annotation>
                    <xs:documentation> Xã Tà Đùng - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24631">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Khê - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24748">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Tân - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24739">
                <xs:annotation>
                    <xs:documentation> Xã Tuy Đức - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24733">
                <xs:annotation>
                    <xs:documentation> Xã Kiến Đức - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24751">
                <xs:annotation>
                    <xs:documentation> Xã Nhân Cơ - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24760">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Tín - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24985">
                <xs:annotation>
                    <xs:documentation> Xã Ninh Gia  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24620">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Hòa - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24616">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Sơn   - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="24736">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Trực  - Tỉnh Lâm Đồng</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26068">
                <xs:annotation>
                    <xs:documentation> Phường Biên Hòa - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26041">
                <xs:annotation>
                    <xs:documentation> Phường Trấn Biên - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26017">
                <xs:annotation>
                    <xs:documentation> Phường Tam Hiệp - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26020">
                <xs:annotation>
                    <xs:documentation> Phường Long Bình - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="25993">
                <xs:annotation>
                    <xs:documentation> Phường Trảng Dài - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26005">
                <xs:annotation>
                    <xs:documentation> Phường Hố Nai - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26380">
                <xs:annotation>
                    <xs:documentation> Phường Long Hưng - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26491">
                <xs:annotation>
                    <xs:documentation> Xã Đại Phước - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26485">
                <xs:annotation>
                    <xs:documentation> Xã Nhơn Trạch - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26503">
                <xs:annotation>
                    <xs:documentation> Xã Phước An - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26422">
                <xs:annotation>
                    <xs:documentation> Xã Phước Thái - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26413">
                <xs:annotation>
                    <xs:documentation> Xã Long Phước - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26389">
                <xs:annotation>
                    <xs:documentation> Xã Bình An - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26368">
                <xs:annotation>
                    <xs:documentation> Xã Long Thành - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26383">
                <xs:annotation>
                    <xs:documentation> Xã An Phước - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26296">
                <xs:annotation>
                    <xs:documentation> Xã An Viễn - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26278">
                <xs:annotation>
                    <xs:documentation> Xã Bình Minh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26248">
                <xs:annotation>
                    <xs:documentation> Xã Trảng Bom - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26254">
                <xs:annotation>
                    <xs:documentation> Xã Bàu Hàm - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26281">
                <xs:annotation>
                    <xs:documentation> Xã Hưng Thịnh - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="26326">
                <xs:annotation>
                    <xs:documentation> Xã Dầu Giây - Tỉnh Đồng Nai</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
